रातोंरात संजय गांधी को Maruti कार का (Start: 0.88s, Duration: 5.12s)
उत्तर प्रदेश की जनता और नौजवानों को पहले (Start: 64.72s, Duration: 4.32s)
से मिला। उस समय एन के मुखर्जी होम (Start: 66.88s, Duration: 4.48s)
सेक्रेटरी थे। उन्होंने इमरजेंसी लगाने के (Start: 69.04s, Duration: 4.48s)
प्लान का विरोध किया। इसलिए इमरजेंसी की (Start: 71.36s, Duration: 4.88s)
घोषणा से ठीक आधे घंटे पहले ही उन्हें (Start: 73.52s, Duration: 4.959s)
उनके पद से हटा दिया जाता है। कुछ ही (Start: 76.24s, Duration: 3.919s)
दिनों में फाइनेंस मिनिस्ट्री से लेकर (Start: 78.479s, Duration: 3.68s)
कॉमर्स मिनिस्ट्री तक सब संजय ने अपने (Start: 80.159s, Duration: 3.681s)
कंट्रोल में ले लिया। संजय गांधी (Start: 82.159s, Duration: 3.921s)
मंत्रालयों के सेक्रेटरीज को फोन पर ऑर्डर (Start: 83.84s, Duration: 4.639s)
देते कि फलाना कॉन्ट्रैक्ट फलानी कंपनी को (Start: 86.08s, Duration: 4.96s)
दे दिया जाए। कोई नियम कानून नहीं बचा था। (Start: 88.479s, Duration: 4.64s)
सब संजय के हाथ में था। दिल्ली की झोपड़ी (Start: 91.04s, Duration: 4.16s)
झुग्गियों पर रातोंरात बुलडोजर चला दिए (Start: 93.119s, Duration: 4.721s)
गए। गरीबों पर लाठियां चलाई गई। बहुतों को (Start: 95.2s, Duration: 4.959s)
दिल्ली छोड़कर जाना पड़ा। संजय के इस आदेश (Start: 97.84s, Duration: 3.84s)
के बाद कांग्रेसी मुख्यंत्रियों में (Start: 100.159s, Duration: 3.761s)
नसबंदियों का टारगेट पूरा करने की होड़ मच (Start: 101.68s, Duration: 4.719s)
गई। खेत पर काम करते हुए दुकानों पर सामान (Start: 103.92s, Duration: 4.559s)
लेने के लिए गए हुए लोगों को भी रास्ते से (Start: 106.399s, Duration: 4.561s)
ही जबरन उठा लिया जाता और नसबंदी कर दी (Start: 108.479s, Duration: 4.96s)
जाती। लोग घरों से निकलने में भी अब डरने। (Start: 110.96s, Duration: 5.119s)
वीडियो, मैगजीनंस, अखबार हो या टीवी सब पर (Start: 113.439s, Duration: 5.201s)
सिर्फ संजय गांधी की पॉजिटिव न्यूज़ चलाई (Start: 116.079s, Duration: 5.04s)
जा रही थी। सब ऊपर से कंट्रोल हो रहा था। (Start: 118.64s, Duration: 4.479s)
इतनी पावर इंदिरा गांधी के पास भी नहीं थी (Start: 121.119s, Duration: 4.401s)
जितनी संजय गांधी के पास थी। जबकि संजय के (Start: 123.119s, Duration: 5.12s)
पास कोई ऑफिशियल सरकारी पद नहीं था। ना वे (Start: 125.52s, Duration: 5.439s)
विधायक थे, ना मंत्री थे, ना सांसद थे। वे (Start: 128.239s, Duration: 5.36s)
सिर्फ इस देश के प्रधानमंत्री के बेटे थे। (Start: 130.959s, Duration: 4.64s)
एयरक्राफ्ट की आगे की सीट पर कैप्टन (Start: 133.599s, Duration: 4.401s)
सक्सेना बैठे थे और पीछे संजय गांधी (Start: 135.599s, Duration: 4.72s)
कंट्रोल कर रहे थे। अचानक इंजन बंद हो (Start: 138.0s, Duration: 5.72s)
जाता है और (Start: 140.319s, Duration: 3.401s)
[संगीत] (Start: 147.81s, Duration: 3.099s)
नमस्कार, मैं श्याम मीरा सिंह। संजय गांधी (Start: 151.92s, Duration: 5.12s)
की इस स्टोरी में हम चार चीजें विस्तार से (Start: 154.4s, Duration: 4.8s)
डिस्कस करने जा रहे हैं। एक संजय द्वारा (Start: 157.04s, Duration: 4.96s)
Maruti कार बनाने की कहानी, दूसरी आपातकाल (Start: 159.2s, Duration: 4.96s)
के दौरान देश की ताकत अपने हाथ में ले (Start: 162.0s, Duration: 4.959s)
लेना। तीसरा नसबंदी का कार्यक्रम और चौथा (Start: 164.16s, Duration: 5.2s)
प्लेन क्रैश में संजय की मौत। इन सभी (Start: 166.959s, Duration: 4.801s)
टॉपिक्स को हमने ऊपर से नहीं छुआ बल्कि (Start: 169.36s, Duration: 5.12s)
काफी डिटेल में आज जाएंगे और एक-एक करके (Start: 171.76s, Duration: 5.44s)
पूरी स्टोरी को जानेंगे। 14 दिसंबर 1946 (Start: 174.48s, Duration: 4.88s)
के दिन इंदिरा गांधी और फिरोज गांधी के घर (Start: 177.2s, Duration: 4.72s)
एक बेटे का जन्म होता है जिसका नाम रखा (Start: 179.36s, Duration: 5.04s)
जाता है संजय गांधी। संजय को शुरू से ही (Start: 181.92s, Duration: 4.8s)
चलने फिरने वाले खिलौनों से लगाव था। एक (Start: 184.4s, Duration: 4.4s)
बार उसने अपने किसी दोस्त के यहां चलने (Start: 186.72s, Duration: 4.96s)
वाली ट्रेन देखी और घर आकर वैसी ही ट्रेन (Start: 188.8s, Duration: 5.6s)
दिलाने की डिमांड रख डाली। रात का समय था (Start: 191.68s, Duration: 5.44s)
तो सब ने कहा कि ट्रेन कल दिलाकर लाएंगे। (Start: 194.4s, Duration: 4.72s)
लेकिन संजय नहीं माने। तब नेहरू ने (Start: 197.12s, Duration: 4.479s)
अलग-अलग जगह फोन मिलाए और रात में ही (Start: 199.12s, Duration: 4.88s)
दिल्ली की दुकानें छानी गई और आखिरकार (Start: 201.599s, Duration: 4.56s)
ट्रेन मिल जाती है। संजय की शुरुआती पढ़ाई (Start: 204.0s, Duration: 4.08s)
दिल्ली में हुई और इसके बाद फैसला लिया (Start: 206.159s, Duration: 4.401s)
गया कि उन्हें पढ़ाई के लिए देहरादून के (Start: 208.08s, Duration: 5.439s)
वेलम स्कूल भेजा जाएगा। इसके दो फायदे थे। (Start: 210.56s, Duration: 5.92s)
पहला वेलहम स्कूल में एडमिशन के साथ संजय (Start: 213.519s, Duration: 5.521s)
को दून स्कूल में पढ़ाई के लिए रेडी किया (Start: 216.48s, Duration: 5.28s)
जा सकता था। दूसरा देहरादून दिल्ली के पास (Start: 219.04s, Duration: 5.279s)
भी था। लेकिन 7 साल के संजय को बोर्डिंग (Start: 221.76s, Duration: 4.96s)
स्कूल में पढ़ने के लिए मनाना आसान काम (Start: 224.319s, Duration: 4.801s)
नहीं था। ऐसे में इंदिरा गांधी ने फैसला (Start: 226.72s, Duration: 5.36s)
लिया कि जब तक संजय का देहरादून में मन (Start: 229.12s, Duration: 5.44s)
नहीं लग जाता तब तक वो देहरादून में ही (Start: 232.08s, Duration: 4.48s)
रहेंगी। देहरादून में संजय की तबीयत (Start: 234.56s, Duration: 4.399s)
बार-बार बिगड़ती रहती इसलिए इंदिरा गांधी (Start: 236.56s, Duration: 4.56s)
बार-बार संजय से मिलने के लिए जाती लेकिन (Start: 238.959s, Duration: 4.241s)
हालात में सुधार नहीं होते। स्कूल की (Start: 241.12s, Duration: 4.16s)
प्रिंसिपल ने भी इंदिरा गांधी से बार-बार (Start: 243.2s, Duration: 4.48s)
आने के लिए मना कर दिया। संजय को ठीक करने (Start: 245.28s, Duration: 5.039s)
के लिए चाइल्ड साइकोलॉजिस्ट की भी मदद ली (Start: 247.68s, Duration: 5.04s)
जाती है। साइकोलॉजिस्ट ने कहा कि संजय की (Start: 250.319s, Duration: 4.801s)
हर डिमांड पूरी नहीं की जानी चाहिए और (Start: 252.72s, Duration: 5.12s)
कभी-कभी ना भी कहना चाहिए। लेकिन इंदिरा (Start: 255.12s, Duration: 5.2s)
और नेहरू इस बात पर अमल नहीं कर पाते। (Start: 257.84s, Duration: 5.76s)
संजय जब 10 साल के हुए तब उनका दाखिला दून (Start: 260.32s, Duration: 5.36s)
स्कूल में करवा दिया गया। दून स्कूल एक (Start: 263.6s, Duration: 4.96s)
एलट स्कूल था। यहां पावरफुल और अमीर लोगों (Start: 265.68s, Duration: 5.2s)
के बच्चे ही पढ़ने के लिए आते थे। यह (Start: 268.56s, Duration: 4.56s)
स्कूल पूरी तरह से कॉलोनियल यानी (Start: 270.88s, Duration: 4.56s)
अंग्रेजों की आईडियोलॉजी मेंंगा हुआ था। (Start: 273.12s, Duration: 4.56s)
अंग्रेजों को अपना राज चलाने के लिए कुछ (Start: 275.44s, Duration: 4.8s)
भारतीयों की जरूरत थी। इस स्कूल में इसी (Start: 277.68s, Duration: 4.56s)
तरह के भारतीय तैयार किए जाते थे जो (Start: 280.24s, Duration: 4.88s)
अंग्रेजी रंग में धले हुए हो। संजय के साथ (Start: 282.24s, Duration: 5.519s)
राजीव की भी इसी स्कूल में एडमिशन हो जाती (Start: 285.12s, Duration: 4.96s)
है। लेकिन संजय का यहां मन नहीं लगता। (Start: 287.759s, Duration: 4.401s)
संजय स्कूल में इतने अकेले थे कि जब भी (Start: 290.08s, Duration: 4.16s)
छुट्टियां होती तब बाकी बच्चे जहां (Start: 292.16s, Duration: 4.56s)
ट्रैकिंग और दूसरे एडवेंचर्स पर जाते थे (Start: 294.24s, Duration: 5.44s)
वहीं संजय वापस दिल्ली तीन मूर्ति भवन आ (Start: 296.72s, Duration: 5.28s)
जाते थे। दून स्कूल में एक साल पूरा होने (Start: 299.68s, Duration: 4.799s)
के बाद आखिरकार संजय के कुछ दोस्त बनते (Start: 302.0s, Duration: 4.72s)
हैं। इनमें से मध्य प्रदेश के मुख्यमंत्री (Start: 304.479s, Duration: 4.72s)
रहे कमलनाथ भी शामिल थे। इन बच्चों का एक (Start: 306.72s, Duration: 5.12s)
ग्रुप बना। यह बच्चे स्मोकिंग करते, चीजें (Start: 309.199s, Duration: 4.801s)
चुराते। संजय गांधी की जीवनी में पत्रकार (Start: 311.84s, Duration: 4.44s)
विनोद मेहता लिखते हैं कि संजय (Start: 314.0s, Duration: 4.96s)
क्लप्टोमेनिया से पीड़ित थे। यह एक तरह की (Start: 316.28s, Duration: 5.32s)
मेंटल कंडीशन होती है जिसमें पीड़ित (Start: 318.96s, Duration: 5.04s)
चोरियां करता है। संजय को गाड़ियों का शौक (Start: 321.6s, Duration: 4.4s)
था। ऐसे में वह अपने ग्रुप के साथ (Start: 324.0s, Duration: 4.479s)
गाड़ियां चुराते और बढ़िया सी ड्राइव के (Start: 326.0s, Duration: 5.039s)
बाद वापस उसी जगह पर छोड़ देते। लेकिन (Start: 328.479s, Duration: 5.361s)
जल्द ही संजय की शिकायतें इंदिरा गांधी के (Start: 331.039s, Duration: 5.361s)
पास पहुंचने लगी और इस कारण उन्होंने संजय (Start: 333.84s, Duration: 5.12s)
को दून स्कूल से निकालने का फैसला कर (Start: 336.4s, Duration: 4.72s)
लिया। इसके पीछे की दो वजह बताई जाती हैं। (Start: 338.96s, Duration: 4.56s)
पहली कि संजय बार-बार इंदिरा से कह रहे थे (Start: 341.12s, Duration: 4.48s)
कि वह स्कूल में नाखुश हैं और उन्हें (Start: 343.52s, Duration: 4.8s)
दिल्ली वापस आना चाहिए। दूसरा इस समय तक (Start: 345.6s, Duration: 5.2s)
राजीव इंग्लैंड चले गए थे। ऐसे में नेहरू (Start: 348.32s, Duration: 4.64s)
गांधी परिवार में यानी उनके तीन मूर्ति (Start: 350.8s, Duration: 4.399s)
भवन में एक भी बच्चा नहीं बचा था। नेहरू (Start: 352.96s, Duration: 4.56s)
चाहते थे कि कम से कम उनका एक नवासा तो (Start: 355.199s, Duration: 4.801s)
उनके पास रहे। ऐसे में संजय को दिल्ली (Start: 357.52s, Duration: 5.519s)
वापस बुला लिया जाता है। इस बीच 8 सितंबर (Start: 360.0s, Duration: 6.319s)
1960 के दिन संजय के पिता फिरोज गांधी की (Start: 363.039s, Duration: 5.681s)
हार्ट अटैक से मौत हो जाती है। संजय अपने (Start: 366.319s, Duration: 5.201s)
पिता फिरोज़ के काफी करीबी थे। ऐसे में (Start: 368.72s, Duration: 5.919s)
संजय और अधिक अकेला महसूस करने लगे। दून (Start: 371.52s, Duration: 5.76s)
स्कूल के बाद संजय गांधी का एडमिशन दिल्ली (Start: 374.639s, Duration: 5.361s)
के सेंट कोलंबस स्कूल में करवा दिया जाता (Start: 377.28s, Duration: 5.6s)
है। इसी स्कूल में संजय की मुलाकात आदिल (Start: 380.0s, Duration: 5.68s)
शहरियार से होती है और दोनों अच्छे दोस्त (Start: 382.88s, Duration: 4.64s)
बन जाते हैं। गाड़ियों के लिए दोनों का (Start: 385.68s, Duration: 4.48s)
पैशन एक जैसा था। संजय ने एक पुरानी गाड़ी (Start: 387.52s, Duration: 4.88s)
खरीदी। इसे मॉडिफाई करवाया और दिल्ली की (Start: 390.16s, Duration: 4.879s)
सड़कों पर दौड़ाने लगे। संजय गांधी बहुत (Start: 392.4s, Duration: 5.12s)
ही लापरवाही से गाड़ी चलाते थे। जिसके (Start: 395.039s, Duration: 4.961s)
कारण इंदिरा गांधी हमेशा चिंता में रहती (Start: 397.52s, Duration: 4.88s)
थी। इस दौरान संजय की दून स्कूल वाली (Start: 400.0s, Duration: 4.8s)
एक्टिविटीज भी चालू रही। यानी गाड़ियां (Start: 402.4s, Duration: 4.56s)
चुराना और ड्राइव करने के बाद उन्हें छोड़ (Start: 404.8s, Duration: 4.72s)
देना। एक बार तो संजय ने एक आर्मी ऑफिसर (Start: 406.96s, Duration: 5.519s)
की महंगी कार चुरा ली। उसको चलाया और फिर (Start: 409.52s, Duration: 5.44s)
पालम के पास छोड़ दिया। संजय ने इसी गाड़ी (Start: 412.479s, Duration: 5.201s)
से एक मोटरसाइकिल सवार को टक्कर भी मारी (Start: 414.96s, Duration: 5.28s)
थी। बाद में यह कार एक जगह मिल गई और इस (Start: 417.68s, Duration: 5.6s)
गाड़ी से एक लड़की का अंडरवियर भी मिला। (Start: 420.24s, Duration: 4.959s)
अखबारों में खबरें छपने लगी। लेकिन जिस (Start: 423.28s, Duration: 4.479s)
रात को यह सब हुआ उसकी अगली सुबह ही संजय (Start: 425.199s, Duration: 4.801s)
को दिल्ली से कश्मीर भेज दिया गया और कहा (Start: 427.759s, Duration: 4.401s)
गया कि दिल्ली में जब यह सब हो रहा था तब (Start: 430.0s, Duration: 4.4s)
संजय गांधी दिल्ली में नहीं बल्कि कश्मीर (Start: 432.16s, Duration: 4.56s)
में थे। इस बीच एक दिन संजय गांधी को (Start: 434.4s, Duration: 4.48s)
दिल्ली में एक होर्डिंग पर एक मॉडल की (Start: 436.72s, Duration: 4.72s)
तस्वीर नजर आती है। यह मॉडल कोई और नहीं (Start: 438.88s, Duration: 5.759s)
बल्कि मेनका आनंद थी। संजय को मेनका पहली (Start: 441.44s, Duration: 5.84s)
ही नजर में पसंद आ गई। मेनका आनंद संजय से (Start: 444.639s, Duration: 5.441s)
10 साल छोटी थी और एक आर्मी फैमिली से आती (Start: 447.28s, Duration: 4.639s)
थी। मीनका की पढ़ाई दिल्ली के लेडी (Start: 450.08s, Duration: 3.679s)
श्रीराम कॉलेज में हुई थी और यहीं से (Start: 451.919s, Duration: 3.921s)
उन्होंने मॉडलिंग में पार्टिसिपेट करना (Start: 453.759s, Duration: 4.641s)
शुरू कर दिया था। यहीं पर उन्होंने मिस (Start: 455.84s, Duration: 4.96s)
लेडी श्रीराम का टाइटल भी जीता। संजय और (Start: 458.4s, Duration: 5.919s)
मेनका की पहली मुलाकात साल 1973 में मेनका (Start: 460.8s, Duration: 6.0s)
की एक कजिन की शादी में हुई जो संजय की भी (Start: 464.319s, Duration: 4.72s)
क्लासमेट थे। सिममी ग्रेवाल के साथ एक (Start: 466.8s, Duration: 4.48s)
इंटरव्यू में खुद मेनका गांधी बताती हैं (Start: 469.039s, Duration: 4.801s)
कि उनके पिता तभी दिल्ली में पोस्टेड हुए (Start: 471.28s, Duration: 4.479s)
थे। मेनका गांधी बताती हैं कि मेरे एक (Start: 473.84s, Duration: 4.639s)
कजिन की शादी थी जो संजय के साथ स्कूल में (Start: 475.759s, Duration: 5.201s)
पढ़ा था। यहीं मेरी संजय से मुलाकात हुई। (Start: 478.479s, Duration: 5.12s)
हम दोनों एक दूसरे से इंट्रोड्यूस भी नहीं (Start: 480.96s, Duration: 5.28s)
थे। तभी अचानक संजय मेरे पास आते हैं और (Start: 483.599s, Duration: 5.04s)
बोलते हैं कि खाने के लिए लंबी लाइन लगी (Start: 486.24s, Duration: 4.56s)
हुई है। क्या मैं आपकी प्लेट में खाने के (Start: 488.639s, Duration: 4.56s)
लिए कुछ ले सकता हूं? मैं 17 साल की थी। (Start: 490.8s, Duration: 4.72s)
मैंने संजय की तरफ मुड़कर देखा और कहा कि (Start: 493.199s, Duration: 4.641s)
क्या तुम केवल खाने के लिए ही शादी में आए (Start: 495.52s, Duration: 4.72s)
हो? मुझे पता ही नहीं था कि वह कौन है। (Start: 497.84s, Duration: 4.799s)
मेनका गांधी आगे बताती हैं कि इसी शाम (Start: 500.24s, Duration: 4.959s)
उसने मेरे कजिन से पूछा कि क्या वह मुझसे (Start: 502.639s, Duration: 5.921s)
शादी कर सकती हैं? एंड देन बाय द इवनिंग (Start: 505.199s, Duration: 5.44s)
ही आस्क माय कजिन हुस गेटिंग मैरिड इफ ही (Start: 508.56s, Duration: 4.479s)
कुड मैरी मी। इसके बाद वो मेरे घर आए और (Start: 510.639s, Duration: 5.121s)
मेरी मां से पूछा कि क्या मैं मेनका को (Start: 513.039s, Duration: 4.961s)
बाहर ले जा सकता हूं अपनी फैमिली से (Start: 515.76s, Duration: 4.719s)
इंट्रोड्यूस कराने के लिए। इस तरह संजय और (Start: 518.0s, Duration: 5.279s)
मेनका का मिलना शुरू होता है और करीब 1 (Start: 520.479s, Duration: 6.321s)
साल बाद 23 सितंबर 1974 के दिन दोनों की (Start: 523.279s, Duration: 5.601s)
शादी हो जाती है। इधर गाड़ियों को लेकर (Start: 526.8s, Duration: 4.32s)
संजय का पैशन अपने पिता फिरोज गांधी से (Start: 528.88s, Duration: 4.24s)
आया था। फिरोज़ को गाड़ियों से कुछ खास ही (Start: 531.12s, Duration: 4.88s)
लगाव था। इसलिए संजय गांधी भी 3 साल की (Start: 533.12s, Duration: 5.2s)
अप्रेंटिसशिप के लिए इंग्लैंड में कार (Start: 536.0s, Duration: 4.72s)
बनाने वाली कंपनी यानी Royals रॉयस के (Start: 538.32s, Duration: 4.72s)
प्लांट पर गए थे। लेकिन यहां भी संजय का (Start: 540.72s, Duration: 4.48s)
हाल वैसा ही रहा जैसा स्कूली दिनों में (Start: 543.04s, Duration: 4.56s)
था। यहां भी वह बिना अप्रेंटिसशिप पूरी (Start: 545.2s, Duration: 5.36s)
किए ही भारत लौट आए। भारत आकर संजय ने (Start: 547.6s, Duration: 5.04s)
पुरानी गाड़ियों की एक वर्कशॉप में काम (Start: 550.56s, Duration: 4.64s)
करना शुरू कर दिया। यह वर्कशॉप थी अर्जुन (Start: 552.64s, Duration: 4.56s)
दास की और बाद में यही अर्जुन दास (Start: 555.2s, Duration: 4.8s)
इमरजेंसी के दौरान एक मेन कैरेक्टर के रूप (Start: 557.2s, Duration: 4.88s)
में निकल कर सामने आते हैं। उस दौरान (Start: 560.0s, Duration: 4.32s)
अर्जुन दास के पास बहुत पावर थी। इसके बाद (Start: 562.08s, Duration: 4.8s)
संजय ने फैसला लिया कि वह गुड़गांव रोड के (Start: 564.32s, Duration: 4.959s)
पास एक कार फैक्ट्री लगाएंगे। संजय के मन (Start: 566.88s, Duration: 4.399s)
में आया कि लोगों के लिए एक छोटी गाड़ी (Start: 569.279s, Duration: 4.481s)
बनाई जाए ताकि भारत की मिडिल क्लास उस (Start: 571.279s, Duration: 4.56s)
गाड़ी में चल सके। छोटी गाड़ियों का (Start: 573.76s, Duration: 5.36s)
कांसेप्ट जापान और यूरोप में पहले ही हिट (Start: 575.839s, Duration: 5.601s)
हो चुका था। सरकार की एक कमेटी भी इस तरह (Start: 579.12s, Duration: 5.44s)
की कार की जरूरत बता चुकी थी। कार की कीमत (Start: 581.44s, Duration: 6.64s)
₹6,000 के आसपास रखी गई और हर साल ऐसी (Start: 584.56s, Duration: 6.0s)
10,000 गाड़ियां बनाने की जरूरत बताई गई। (Start: 588.08s, Duration: 4.319s)
इंदिरा सरकार ने इस तरह की गाड़ियों को (Start: 590.56s, Duration: 3.68s)
बनाने के लिए एक प्रोग्राम भी पेश किया (Start: 592.399s, Duration: 4.321s)
जिसमें देसी और विदेशी मैन्युफैक्चरर्स (Start: 594.24s, Duration: 4.96s)
अपने प्रपोजल्स के साथ आए। हालांकि बात (Start: 596.72s, Duration: 4.4s)
नहीं बनी। इसी बीच खबरें चली कि (Start: 599.2s, Duration: 4.639s)
प्रधानमंत्री के बेटे संजय गांधी अपना (Start: 601.12s, Duration: 5.52s)
प्रपोजल देने की तैयारी कर रहे हैं। नवंबर (Start: 603.839s, Duration: 5.201s)
1968 में इंडस्ट्रियल डेवलपमेंट राज्य (Start: 606.64s, Duration: 5.199s)
मंत्री रघुनाथ रेड्डी ने संसद में घोषणा (Start: 609.04s, Duration: 4.72s)
की कि संजय गांधी ने प्रपोजल दिया है। (Start: 611.839s, Duration: 4.401s)
इसमें कार की कीमत ₹6000 बताई गई है। इसकी (Start: 613.76s, Duration: 5.68s)
अधिकतम स्पीड 53 कि.मी./ घंटा होगी। यह 1 (Start: 616.24s, Duration: 6.0s)
गैलन यानी 4 लीटर पेट्रोल में 56 मील (Start: 619.44s, Duration: 4.56s)
चलेगी। उन्होंने बताया कि Renolult, (Start: 622.24s, Duration: 4.88s)
Toyota और Volkswन जैसी विदेशी कंपनियों (Start: 624.0s, Duration: 5.12s)
के भी प्रपोजल्स आए हैं। लेकिन उनके (Start: 627.12s, Duration: 5.68s)
प्रपोजल्स में सबसे कम कीमत भी ₹12,000 के (Start: 629.12s, Duration: 6.159s)
आसपास है। रेड्डी की यह घोषणा सुनते ही (Start: 632.8s, Duration: 5.599s)
अपोजिशन आग बबूला हो गया। अब जवाब देने की (Start: 635.279s, Duration: 5.361s)
बारी इंदिरा गांधी की थी। उन्होंने कहा कि (Start: 638.399s, Duration: 4.88s)
उनका बेटा देश के लिए कुछ करना चाहता है। (Start: 640.64s, Duration: 5.04s)
उसने एक कार का मॉडल तैयार किया है। कोई (Start: 643.279s, Duration: 4.8s)
महंगी गाड़ी नहीं है। यह इंडिया की (Start: 645.68s, Duration: 4.56s)
कंडीशंस को देखते हुए इंडियंस के लिए (Start: 648.079s, Duration: 4.401s)
गाड़ी का मॉडल है। अगर मैं अपने बेटे को (Start: 650.24s, Duration: 4.64s)
ही इनकरेज नहीं करूंगी तो मैं दूसरे (Start: 652.48s, Duration: 4.72s)
युवाओं को कैसे कुछ करने के लिए इनकरेज कर (Start: 654.88s, Duration: 4.72s)
पाऊंगी और इस तरीके से संजय गांधी के (Start: 657.2s, Duration: 4.96s)
प्रपोजल को मंजूरी मिल जाती है। लेकिन आगे (Start: 659.6s, Duration: 4.56s)
की कहानी को कहने से पहले मैं आपको ब्लिंक (Start: 662.16s, Duration: 3.84s)
एक्स बाय jm finanेंसियल ऐप के बारे में (Start: 664.16s, Duration: 4.16s)
बताना चाहता हूं। जिसके माध्यम से आप अपनी (Start: 666.0s, Duration: 4.399s)
शेयर मार्केट की जर्नी की शुरुआत कर सकते (Start: 668.32s, Duration: 4.32s)
हैं। जो कि ट्रेडिंग के लिए एक रिलायबल और (Start: 670.399s, Duration: 4.401s)
कॉस्ट एफिशिएंट प्लेटफार्म है। ब्लिंकक्स (Start: 672.64s, Duration: 4.24s)
एक जीरो ब्रोकरेज ट्रेडिंग प्लेटफार्म है। (Start: 674.8s, Duration: 4.32s)
यहां आपको फ्री एक्सपर्ट रिसर्च कॉल्स का (Start: 676.88s, Duration: 4.32s)
ऑप्शन मिलता है। ये कॉल्स आपको डिटेल में (Start: 679.12s, Duration: 4.159s)
समझाते हैं कि कब ट्रेड स्टार्ट करना है (Start: 681.2s, Duration: 4.48s)
यानी एंट्री कब करनी है, स्टॉप लॉस कहां (Start: 683.279s, Duration: 4.641s)
लगाना है और टारगेट्स क्या होने चाहिए और (Start: 685.68s, Duration: 4.8s)
यह सब सलाहें एक्सपर्ट रिसर्च पर बेस्ड (Start: 687.92s, Duration: 4.64s)
होती हैं ताकि आप शेयर मार्केट में (Start: 690.48s, Duration: 4.32s)
ट्रेडिंग को लेकर बेस्ट डिसीजंस ले सकें। (Start: 692.56s, Duration: 4.32s)
ब्लिंक एक्स पर आपको तीन प्लान मिलेंगे। (Start: 694.8s, Duration: 5.039s)
एक सिर्फ ₹249 में, 2 महीने का प्लान, (Start: 696.88s, Duration: 5.92s)
₹599 में, 6 महीने का प्लान और 1 साल का (Start: 699.839s, Duration: 6.0s)
प्लान मात्र ₹899 में। इन सभी प्लांस पर (Start: 702.8s, Duration: 5.599s)
एनएससी, एफएओ, इक्विटी डिलीवरी, इक्विटी (Start: 705.839s, Duration: 5.12s)
इंट्राडे और आईपीओस में आप अनलिमिटेड (Start: 708.399s, Duration: 4.56s)
ट्रेडिंग कर सकेंगे और वो भी जीरो (Start: 710.959s, Duration: 4.241s)
ब्रोकरेज के साथ। इसके अलावा blink एक्स (Start: 712.959s, Duration: 4.481s)
पर आपको सारे एडवांस टूल फ्री में मिलते (Start: 715.2s, Duration: 4.48s)
हैं। जैसे टेक्निकल चार्ट्स, फंडामेंटल (Start: 717.44s, Duration: 5.2s)
एनालिसिस, कस्टमाइजेबल डैशबोर्ड, सुपर (Start: 719.68s, Duration: 5.68s)
स्मार्ट वॉच लिस्ट और रिस्क मैनेजमेंट (Start: 722.64s, Duration: 5.6s)
